NUM_BO;DATA_OCORRENCIA_BO;HORA_OCORRENCIA_BO;NATUREZA APURADA;RUBRICA;DESC_PERIODO;DESCR_TIPOLOCAL;LATITUDE;LONGITUDE;BAIRRO;LOGRADOURO;NOME_DELEGACIA_CIRC;NOME_SECCIONAL_CIRC;FLAG_STATUS_CRIME;FLAG_FLAGRANTE;MES;ANO;TURNO;FIM_DE_SEMANA;VIA_PUBLICA;CRIME_DOLOSO
AL5509;2026-01-10;11:21:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Favela;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;80º D.P. VILA JOANIZA;DEL.SEC.6º SANTO AMARO;T;N;1.0;2026.0;manha;1;0;0
AL5509;2026-01-10;11:21:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Favela;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;80º D.P. VILA JOANIZA;DEL.SEC.6º SANTO AMARO;T;N;1.0;2026.0;manha;1;0;0
AM2446;2026-01-11;06:26:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;95º D.P. HELIOPOLIS;DEL.SEC.2º SUL;T;S;1.0;2026.0;manha;1;0;0
AM2695;2026-01-10;23:50:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Saúde;-23.52949583;-46.4799227;ARTUR ALVIM;RUA NICOLO TARTAGLIA;64º D.P. CID.AE CARVALHO;DEL.SEC.7º ITAQUERA;T;N;1.0;2026.0;noite;1;0;0
AM3898;2026-01-11;08:25:13;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.44861832;-46.61112285;TREMEMBE;RUA BERNARDO FONSECA LOBO;20º D.P. AGUA FRIA;DEL.SEC.4º NORTE;T;N;1.0;2026.0;manha;1;1;0
AM3898;2026-01-11;08:25:13;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.44861832;-46.61112285;TREMEMBE;RUA BERNARDO FONSECA LOBO;20º D.P. AGUA FRIA;DEL.SEC.4º NORTE;T;N;1.0;2026.0;manha;1;1;0
AM6641;2026-01-04;;HOMICIDIO DOLOSO;HomicIdio (art. 121);Pela manhã;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;92º D.P. PQ. SANTO ANTONIO;DEL.SEC.6º SANTO AMARO;C;N;1.0;2026.0;desconhecido;1;0;1
AM8817;2026-01-11;21:20:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;100º D.P. JDIM HERCULANO;DEL.SEC.6º SANTO AMARO;T;N;1.0;2026.0;noite;1;0;0
AM9264;2026-01-11;22:37:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;97º D.P. AMERICANOPOLIS;DEL.SEC.2º SUL;T;N;1.0;2026.0;noite;1;0;0
AM9524;2026-01-11;23:48:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.5569726;-46.4220367;VILA COSMOPOLITA;Rua Carmem Silva;44º D.P. GUAIANAZES;DEL.SEC.8º SAO MATEUS;C;N;1.0;2026.0;noite;1;1;1
AO7538;2026-01-13;01:00:00;HOMICIDIO DOLOSO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;45º D.P. V BRASILANDIA;DEL.SEC.4º NORTE;C;S;1.0;2026.0;madrugada;0;0;1
AP7608;2026-01-13;14:04:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.538856;-46.633682;CENTRO HISTÓRICO DE SÃO PAULO;Avenida Prestes Maia;03º D.P. CAMPOS ELISEOS;DEL.SEC.1º CENTRO;T;S;1.0;2026.0;tarde;0;1;0
AQ2091;2026-01-13;16:59:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.56466;-46.754741;RIO PEQUENO;Avenida Escola PolitEcnica;51º D.P. RIO PEQUENO;DEL.SEC.3º OESTE;T;N;1.0;2026.0;tarde;0;1;0
AQ4577;2026-01-13;22:40:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;73º D.P. JACANA;DEL.SEC.4º NORTE;C;S;1.0;2026.0;noite;0;0;1
AQ5113;2026-01-14;02:30:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;25º D.P. PARELHEIROS;DEL.SEC.6º SANTO AMARO;C;N;1.0;2026.0;madrugada;0;0;1
AQ6504;2026-01-14;08:25:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.5355837;-46.6535277;SANTA CECILIA;Praça Marechal Deodoro;77º D.P. SANTA CECILIA;DEL.SEC.1º CENTRO;T;N;1.0;2026.0;manha;0;1;0
AR3465;2026-01-14;14:41:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.4783929;-46.7565699;VILA PIRITUBA;Rua AntOnio Gonçalves Valim;46º D.P. PERUS;DEL.SEC.3º OESTE;T;N;1.0;2026.0;tarde;0;1;0
AR3465;2026-01-14;14:41:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.4783929;-46.7565699;VILA PIRITUBA;Rua AntOnio Gonçalves Valim;46º D.P. PERUS;DEL.SEC.3º OESTE;T;N;1.0;2026.0;tarde;0;1;0
AR8466;2026-01-14;;LESAO CORPORAL SEGUIDA DE MORTE;LesAo corporal (art. 129);A tarde;Saúde;-23.5453759;-46.6489592;VILA BUARQUE;Rua Doutor CesArio Mota Júnior;77º D.P. SANTA CECILIA;DEL.SEC.1º CENTRO;C;N;1.0;2026.0;desconhecido;0;0;0
AR8714;2026-01-14;19:00:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.487297;-46.6143416;PARADA INGLESA;Avenida Aguas de SAo Pedro;09º D.P. - CARANDIRU;DEL.SEC.4º NORTE;C;N;1.0;2026.0;noite;0;1;1
AT8353;2026-01-15;20:14:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Restaurante e Afins;-23.51294403;-46.41338688;VILA CURUCA;RUA JOSE PESSOTA;67º D.P. JARDIM ROBRU;DEL.SEC.7º ITAQUERA;T;S;1.0;2026.0;noite;0;0;0
AV1921;2026-01-16;16:35:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;63º D.P. VILA JACUI;DEL.SEC.7º ITAQUERA;T;S;1.0;2026.0;tarde;0;0;0
AW3216;2026-01-17;19:30:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;73º D.P. JACANA;DEL.SEC.4º NORTE;C;S;1.0;2026.0;noite;1;0;1
AW9575;2026-01-18;16:10:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.520496;-46.4574627;CIDADE ANTÔNIO ESTÊVÃO DE CARVALHO;Rua Onze Garotos;64º D.P. CID.AE CARVALHO;DEL.SEC.7º ITAQUERA;C;N;1.0;2026.0;tarde;1;1;1
AX0741;2026-01-18;19:20:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Terminal/Estação;-23.54388544;-46.41067945;GUAIANASES;RUA SALVADOR GIANETTI;44º D.P. GUAIANAZES;DEL.SEC.8º SAO MATEUS;T;S;1.0;2026.0;noite;1;0;0
AY1996;2026-01-19;13:50:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;T;N;1.0;2026.0;tarde;0;0;0
AY6977;2026-01-19;18:00:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;101º D.P. JDIM IMBUIAS;DEL.SEC.6º SANTO AMARO;T;N;1.0;2026.0;noite;0;0;0
AY6977;2026-01-19;18:00:00;HOMICIDIO DOLOSO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;101º D.P. JDIM IMBUIAS;DEL.SEC.6º SANTO AMARO;C;N;1.0;2026.0;noite;0;0;1
AY6977;2026-01-19;18:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;101º D.P. JDIM IMBUIAS;DEL.SEC.6º SANTO AMARO;T;N;1.0;2026.0;noite;0;0;0
AY7971;2026-01-19;18:30:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;69º D.P. TEOTONIO VILELA;DEL.SEC.8º SAO MATEUS;C;S;1.0;2026.0;noite;0;0;1
AZ4820;2026-01-20;09:00:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.7584074;-46.6789169;JARDIM LUCÉLIA;Rua Domingos da Costa Filgueira;85º D.P. JARDIM MIRNA;DEL.SEC.6º SANTO AMARO;C;N;1.0;2026.0;manha;0;1;1
AZ4940;2026-01-14;10:00:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;85º D.P. JARDIM MIRNA;DEL.SEC.6º SANTO AMARO;T;N;1.0;2026.0;manha;0;0;0
AZ5646;2026-01-08;09:00:15;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.7062797;-46.7873027;CHÁCARA NANI;Rua Clamecy;100º D.P. JDIM HERCULANO;DEL.SEC.6º SANTO AMARO;T;N;1.0;2026.0;manha;0;1;0
BA0403;2026-01-21;07:05:08;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.6656254;-46.6772127;VILA CONSTANCIA;Avenida Yervant Kissajikian;43º D.P. CIDADE ADEMAR;DEL.SEC.6º SANTO AMARO;T;S;1.0;2026.0;manha;0;1;0
BB7907;2026-01-21;23:00:44;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;75º D.P. JARDIM ARPOADOR;DEL.SEC.3º OESTE;T;N;1.0;2026.0;noite;0;0;0
BC1562;2026-01-22;16:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.6043702;-46.39895923;CIDADE TIRADENTES;RUA DOS PEDREIROS;54º D.P. CID. TIRADENTES;DEL.SEC.8º SAO MATEUS;T;N;1.0;2026.0;tarde;0;1;0
BC1562;2026-01-22;16:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.6043702;-46.39895923;CIDADE TIRADENTES;RUA DOS PEDREIROS;54º D.P. CID. TIRADENTES;DEL.SEC.8º SAO MATEUS;T;N;1.0;2026.0;tarde;0;1;0
BC4029;2026-01-20;22:00:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;89º D.P. JARDIM TABOAO;DEL.SEC.3º OESTE;T;N;1.0;2026.0;noite;0;0;0
BC6547;2026-01-23;13:00:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.45856074;-46.75575618;JARAGUA;ESTRADA TURISTICA DO JARAGUA;46º D.P. PERUS;DEL.SEC.3º OESTE;C;S;1.0;2026.0;tarde;0;1;1
BD0049;2026-01-23;16:30:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.52761003;-46.66088449;BARRA FUNDA;AVENIDA PACAEMBU;23º D.P. PERDIZES;DEL.SEC.3º OESTE;T;S;1.0;2026.0;tarde;0;1;0
BD0049;2026-01-23;16:30:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.52761003;-46.66088449;BARRA FUNDA;AVENIDA PACAEMBU;23º D.P. PERDIZES;DEL.SEC.3º OESTE;T;S;1.0;2026.0;tarde;0;1;0
BD0049;2026-01-23;16:30:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.52761003;-46.66088449;BARRA FUNDA;AVENIDA PACAEMBU;23º D.P. PERDIZES;DEL.SEC.3º OESTE;T;S;1.0;2026.0;tarde;0;1;0
BD4473;2026-01-23;17:30:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Favela;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;63º D.P. VILA JACUI;DEL.SEC.7º ITAQUERA;T;S;1.0;2026.0;tarde;0;0;0
BE6508;2026-01-24;07:45:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.5790126;-46.7915343;JARDIM BOA VISTA (ZONA OESTE);Rua AntOnio JosE Dias;75º D.P. JARDIM ARPOADOR;DEL.SEC.3º OESTE;C;N;1.0;2026.0;manha;1;1;1
BE6508;2026-01-24;07:45:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.5790126;-46.7915343;JARDIM BOA VISTA (ZONA OESTE);Rua AntOnio JosE Dias;75º D.P. JARDIM ARPOADOR;DEL.SEC.3º OESTE;C;N;1.0;2026.0;manha;1;1;1
BF1212;2026-01-24;10:00:00;HOMICIDIO DOLOSO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;25º D.P. PARELHEIROS;DEL.SEC.6º SANTO AMARO;C;N;1.0;2026.0;manha;1;0;1
BF5099;2026-01-25;00:13:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.6653525;-46.7512957;PARQUE SANTO ANTÔNIO;Rua Valdomiro dos Santos Pereira;92º D.P. PQ. SANTO ANTONIO;DEL.SEC.6º SANTO AMARO;T;N;1.0;2026.0;madrugada;1;1;0
BF5521;2026-01-25;03:13:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;93º D.P. JAGUARE;DEL.SEC.3º OESTE;T;N;1.0;2026.0;madrugada;1;0;0
BF6064;2026-01-25;08:06:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Condomínio Residencial;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;05º D.P. ACLIMACAO;DEL.SEC.1º CENTRO;T;S;1.0;2026.0;manha;1;0;0
BF6064;2026-01-25;08:06:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Condomínio Residencial;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;05º D.P. ACLIMACAO;DEL.SEC.1º CENTRO;T;S;1.0;2026.0;manha;1;0;0
BF8502;2026-01-24;;HOMICIDIO DOLOSO;HomicIdio (art. 121);A noite;Saúde;-23.5834855;-46.408892;CIDADE TIRADENTES;Avenida dos Metalúrgicos;54º D.P. CID. TIRADENTES;DEL.SEC.8º SAO MATEUS;C;N;1.0;2026.0;desconhecido;1;0;1
BG4713;2026-01-26;05:38:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.7485788;-46.782035;CHÁCARA DA ENSEADA;Rua ParaIso;100º D.P. JDIM HERCULANO;DEL.SEC.6º SANTO AMARO;T;S;1.0;2026.0;madrugada;0;1;0
