NUM_BO;DATA_OCORRENCIA_BO;HORA_OCORRENCIA_BO;NATUREZA APURADA;RUBRICA;DESC_PERIODO;DESCR_TIPOLOCAL;LATITUDE;LONGITUDE;BAIRRO;LOGRADOURO;NOME_DELEGACIA_CIRC;NOME_SECCIONAL_CIRC;FLAG_STATUS_CRIME;FLAG_FLAGRANTE;MES;ANO
HQ5867;2026-05-19;20:15:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.6804796;-46.7843071;JARDIM SÃO BENTO NOVO;Rua Eduardo Pondal;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;T;N;5.0;2026.0
HQ7952;2026-05-20;01:54:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Area não Ocupada;-23.5021396;-46.61934797;SANTANA;RUA DOUTOR GABRIEL PIZA;09º D.P. - CARANDIRU;DEL.SEC.4º NORTE;C;N;5.0;2026.0
HR4120;2026-05-20;11:20:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.5479664;-46.4887151;VILA NHOCUNÉ;Rua Comendador Andrade Machado;65º D.P. ARTUR ALVIM;DEL.SEC.7º ITAQUERA;C;N;5.0;2026.0
HR9950;2026-05-20;16:00:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;50º D.P. ITAIM PAULISTA;DEL.SEC.7º ITAQUERA;T;S;5.0;2026.0
HR9950;2026-05-20;16:00:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;50º D.P. ITAIM PAULISTA;DEL.SEC.7º ITAQUERA;T;S;5.0;2026.0
HS1850;2026-05-20;14:45:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;98º D.P. JARDIM MIRIAM;DEL.SEC.6º SANTO AMARO;T;N;5.0;2026.0
HS3206;2026-05-20;20:09:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;38º D.P. VILA AMALIA;DEL.SEC.4º NORTE;T;S;5.0;2026.0
HS6499;2026-05-21;08:27:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;64º D.P. CID.AE CARVALHO;DEL.SEC.7º ITAQUERA;T;N;5.0;2026.0
HU5076;2026-05-22;10:26:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.5491144;-46.6424376;CONSOLAÇÃO;Viaduto Nove de Julho;04º D.P. CONSOLAÇÃO;DEL.SEC.1º CENTRO;T;N;5.0;2026.0
HU6697;2026-05-22;12:21:32;LATROCINIO;Roubo (art. 157);;Condomínio Residencial;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;58º D.P. VILA FORMOSA;DEL.SEC.5º LESTE;T;N;5.0;2026.0
HV3541;2026-05-22;19:35:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.4961158;-46.5216985;VILA SANTO HENRIQUE;Via Parque;24º D.P. PONTE RASA;DEL.SEC.7º ITAQUERA;C;N;5.0;2026.0
HV4293;2026-05-23;01:40:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;22º D.P. SAO MIGUEL PTA;DEL.SEC.7º ITAQUERA;T;N;5.0;2026.0
HW3447;2026-05-23;21:30:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.77172447;-46.7243611;PARELHEIROS;RUA ROSA GOMES DE SIQUEIRA;85º D.P. JARDIM MIRNA;DEL.SEC.6º SANTO AMARO;T;N;5.0;2026.0
HW4342;2026-05-24;04:30:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;75º D.P. JARDIM ARPOADOR;DEL.SEC.3º OESTE;T;S;5.0;2026.0
HW4433;2026-05-24;03:09:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;63º D.P. VILA JACUI;DEL.SEC.7º ITAQUERA;T;S;5.0;2026.0
HX2052;2026-05-25;00:30:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.7180346;-46.7842394;PARQUE DO LAGO;Estrada do M'Boi Mirim;100º D.P. JDIM HERCULANO;DEL.SEC.6º SANTO AMARO;T;S;5.0;2026.0
HX2052;2026-05-25;00:30:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.7180346;-46.7842394;PARQUE DO LAGO;Estrada do M'Boi Mirim;100º D.P. JDIM HERCULANO;DEL.SEC.6º SANTO AMARO;T;S;5.0;2026.0
HX2052;2026-05-25;00:30:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.7180346;-46.7842394;PARQUE DO LAGO;Estrada do M'Boi Mirim;100º D.P. JDIM HERCULANO;DEL.SEC.6º SANTO AMARO;T;S;5.0;2026.0
HY2039;2026-05-22;11:03:00;HOMICIDIO DOLOSO;Morte suspeita;;Via Pública;-23.55052605;-46.64200913;REPUBLICA;VIADUTO NOVE DE JULHO;03º D.P. CAMPOS ELISEOS;DEL.SEC.1º CENTRO;C;N;5.0;2026.0
HY2810;2026-05-23;20:30:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.59558068;-46.67766199;ITAIM BIBI;RUA SANTA JUSTINA;15º D.P. DR. LUC. H BEIGUELMAN;DEL.SEC.3º OESTE;T;N;5.0;2026.0
HY3438;2026-05-21;13:48:52;HOMICIDIO DOLOSO;Morte suspeita;;Saúde;-23.5453759;-46.6489592;VILA BUARQUE;Rua Doutor Cesário Mota Júnior;77º D.P. SANTA CECILIA;DEL.SEC.1º CENTRO;C;N;5.0;2026.0
HY6615;2026-05-25;16:00:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Area não Ocupada;-23.61314;-46.581965;CIDADE NOVA HELIÓPOLIS;Rua Anísio Spínola Teixeira;95º D.P. HELIÓPOLIS;DEL.SEC.2º SUL;C;N;5.0;2026.0
HY6615;2026-05-25;16:00:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Area não Ocupada;-23.61314;-46.581965;CIDADE NOVA HELIÓPOLIS;Rua Anísio Spínola Teixeira;95º D.P. HELIÓPOLIS;DEL.SEC.2º SUL;C;N;5.0;2026.0
HZ0002;2026-05-25;21:01:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;49º D.P. SAO MATEUS;DEL.SEC.8º SAO MATEUS;C;N;5.0;2026.0
IA2785;2026-05-26;20:04:00;HOMICIDIO DOLOSO;Feminicídio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;73º D.P. JACANA;DEL.SEC.4º NORTE;C;N;5.0;2026.0
IA5976;;07:00:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.6775818;-46.7066913;SOCORRO;Rua Nelson Romão;102º D.P. SOCORRO;DEL.SEC.6º SANTO AMARO;T;S;;
IB4065;2026-05-27;11:15:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;40º D.P. VILA STA MARIA;DEL.SEC.4º NORTE;T;S;5.0;2026.0
IC1150;2026-05-27;20:48:00;LATROCINIO;Roubo (art. 157);;Via Pública;-23.6748442;-46.7783593;JARDIM DO COLEGIO;Rua Joaquim Guerra Azevedo;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;C;N;5.0;2026.0
IC3711;2026-05-28;08:00:06;TENTATIVA DE HOMICIDIO;Feminicídio;;Rodovia/Estrada;-23.7417842;-46.6809009;;Rua Jequirituba;101º D.P. JDIM IMBUIAS;DEL.SEC.6º SANTO AMARO;T;N;5.0;2026.0
IC3733;2026-05-28;06:27:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;46º D.P. PERUS;DEL.SEC.3º OESTE;T;N;5.0;2026.0
IC5121;;08:30:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Templo e Afins;-23.5732087;-46.6766003;JARDIM EUROPA;Avenida Europa;15º D.P. DR. LUC. H BEIGUELMAN;DEL.SEC.3º OESTE;T;N;;
IF1271;2026-05-29;19:15:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.6166736;-46.7262449;PARAISÓPOLIS;Rua Melchior Giola;89º D.P. JARDIM TABOAO;DEL.SEC.3º OESTE;T;N;5.0;2026.0
IF1271;2026-05-29;19:15:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.6166736;-46.7262449;PARAISÓPOLIS;Rua Melchior Giola;89º D.P. JARDIM TABOAO;DEL.SEC.3º OESTE;T;N;5.0;2026.0
IF6493;2026-05-30;10:00:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Via Pública;-23.61706866;-46.72250457;VILA ANDRADE;RUA MELCHIOR GIOLA;89º D.P. JARDIM TABOAO;DEL.SEC.3º OESTE;T;N;5.0;2026.0
IG3917;2026-05-31;01:00:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Saúde;-23.65388613;-46.78978828;CAPAO REDONDO;RUA LOUIS BOULOGNE;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;T;N;5.0;2026.0
