NUM_BO;DATA_OCORRENCIA_BO;HORA_OCORRENCIA_BO;NATUREZA APURADA;RUBRICA;DESC_PERIODO;DESCR_TIPOLOCAL;LATITUDE;LONGITUDE;BAIRRO;LOGRADOURO;NOME_DELEGACIA_CIRC;NOME_SECCIONAL_CIRC;FLAG_STATUS_CRIME;FLAG_FLAGRANTE;MES;ANO
DK3637;2026-03-04;09:50:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;05º D.P. ACLIMACAO;DEL.SEC.1º CENTRO;T;N;3.0;2026.0
DK7737;2026-03-04;15:20:00;HOMICIDIO DOLOSO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;100º D.P. JDIM HERCULANO;DEL.SEC.6º SANTO AMARO;C;S;3.0;2026.0
DL2289;2026-03-05;03:30:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;37º D.P. CAMPO LIMPO;DEL.SEC.3º OESTE;T;N;3.0;2026.0
DL2289;2026-03-05;03:30:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.6309841;-46.7589032;JARDIM CATANDUVA;Rua JoAo Franco Lima;37º D.P. CAMPO LIMPO;DEL.SEC.3º OESTE;T;N;3.0;2026.0
DL4716;2026-03-05;06:50:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;63º D.P. VILA JACUI;DEL.SEC.7º ITAQUERA;T;S;3.0;2026.0
DL4716;2026-03-05;06:50:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;63º D.P. VILA JACUI;DEL.SEC.7º ITAQUERA;T;S;3.0;2026.0
DM3154;2026-03-05;14:40:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.65526054;-46.76782173;CAMPO LIMPO;RUA FRANCISCO DA CRUZ MELLAO;37º D.P. CAMPO LIMPO;DEL.SEC.3º OESTE;C;N;3.0;2026.0
DO1795;2026-03-06;19:04:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.5842755;-46.5788081;VILA PRUDENTE;Avenida Professor Luiz IgnAcio Anhaia Mello;56º D.P. VILA ALPINA;DEL.SEC.5º LESTE;C;N;3.0;2026.0
DO3065;2026-03-06;22:58:53;TENTATIVA DE HOMICIDIO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;33º D.P. PIRITUBA;DEL.SEC.3º OESTE;T;N;3.0;2026.0
DO3065;2026-03-06;22:58:53;TENTATIVA DE HOMICIDIO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;33º D.P. PIRITUBA;DEL.SEC.3º OESTE;T;N;3.0;2026.0
DO3943;2026-03-07;03:38:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;35º D.P. JABAQUARA;DEL.SEC.2º SUL;T;S;3.0;2026.0
DO3943;2026-03-07;03:38:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;35º D.P. JABAQUARA;DEL.SEC.2º SUL;T;S;3.0;2026.0
DO4945;2026-03-07;05:52:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.76206647;-46.72394962;JARDIM DAS ACACIAS;Avenida Roque Petroni Júnior;85º D.P. JARDIM MIRNA;DEL.SEC.6º SANTO AMARO;C;N;3.0;2026.0
DO7802;2026-03-07;08:10:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;100º D.P. JDIM HERCULANO;DEL.SEC.6º SANTO AMARO;T;S;3.0;2026.0
DO7802;2026-03-07;08:10:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;100º D.P. JDIM HERCULANO;DEL.SEC.6º SANTO AMARO;T;S;3.0;2026.0
DO8854;2026-03-07;10:14:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.533011;-46.6437686;CAMPOS ELÍSEOS;Alameda BarAo de Piracicaba;77º D.P. SANTA CECILIA;DEL.SEC.1º CENTRO;C;S;3.0;2026.0
DP2640;2026-03-07;17:14:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.4764401;-46.6832902;PARQUE SAO LUIS;Rua ClAudio Ghirelli;45º D.P. V BRASILANDIA;DEL.SEC.4º NORTE;T;N;3.0;2026.0
DP2640;2026-03-07;17:14:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.4764401;-46.6832902;PARQUE SAO LUIS;Rua ClAudio Ghirelli;45º D.P. V BRASILANDIA;DEL.SEC.4º NORTE;T;N;3.0;2026.0
DP2640;2026-03-07;17:14:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.4764401;-46.6832902;PARQUE SAO LUIS;Rua ClAudio Ghirelli;45º D.P. V BRASILANDIA;DEL.SEC.4º NORTE;T;N;3.0;2026.0
DQ3161;2026-03-08;21:20:00;HOMICIDIO DOLOSO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;69º D.P. TEOTONIO VILELA;DEL.SEC.8º SAO MATEUS;C;S;3.0;2026.0
DQ3657;2026-03-08;21:45:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.67797281;-46.78447147;CAPAO REDONDO;RUA LUSITANO SOARES;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;T;N;3.0;2026.0
DQ3716;2026-03-08;22:20:28;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.58904019;-46.7969932;RAPOSO TAVARES;RUA CACHOEIRA PORAQUE;75º D.P. JARDIM ARPOADOR;DEL.SEC.3º OESTE;C;N;3.0;2026.0
DQ6635;2026-03-09;01:50:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;21º D.P. VILA MATILDE;DEL.SEC.5º LESTE;T;S;3.0;2026.0
DT8724;2026-03-10;20:50:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;25º D.P. PARELHEIROS;DEL.SEC.6º SANTO AMARO;C;N;3.0;2026.0
DW9704;2026-03-12;19:38:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;92º D.P. PQ. SANTO ANTONIO;DEL.SEC.6º SANTO AMARO;T;S;3.0;2026.0
DY3960;2026-03-13;15:17:09;TENTATIVA DE HOMICIDIO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;100º D.P. JDIM HERCULANO;DEL.SEC.6º SANTO AMARO;T;S;3.0;2026.0
DY6163;2026-03-13;18:35:42;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.63500702;-46.73502697;VILA ANDRADE;RUA OLAVO LEITE;89º D.P. JARDIM TABOAO;DEL.SEC.3º OESTE;C;N;3.0;2026.0
DZ1257;2026-03-14;06:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.65175116;-46.79074674;CAPAO REDONDO;RUA POVOA DE VARZIM;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;T;N;3.0;2026.0
DZ1257;2026-03-14;06:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.65175116;-46.79074674;CAPAO REDONDO;RUA POVOA DE VARZIM;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;T;N;3.0;2026.0
DZ1257;2026-03-14;06:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.65175116;-46.79074674;CAPAO REDONDO;RUA POVOA DE VARZIM;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;T;N;3.0;2026.0
DZ1257;2026-03-14;06:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.65175116;-46.79074674;CAPAO REDONDO;RUA POVOA DE VARZIM;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;T;N;3.0;2026.0
DZ1257;2026-03-14;06:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.65175116;-46.79074674;CAPAO REDONDO;RUA POVOA DE VARZIM;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;T;N;3.0;2026.0
DZ6006;2026-03-14;18:10:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.58034769;-46.67842047;ITAIM BIBI;AVENIDA NOVE DE JULHO;15º D.P. DR. LUC. H BEIGUELMAN;DEL.SEC.3º OESTE;T;S;3.0;2026.0
DZ9080;2026-03-15;04:31:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.76744165;-46.68458093;GRAJAU;RUA BENEDITA MARTINS RAMOS;85º D.P. JARDIM MIRNA;DEL.SEC.6º SANTO AMARO;T;N;3.0;2026.0
EA5304;2026-03-15;08:44:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.77267379;-46.69164984;GRAJAU;RUA SANDARA;85º D.P. JARDIM MIRNA;DEL.SEC.6º SANTO AMARO;T;S;3.0;2026.0
EA6670;2026-03-15;22:30:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;C;S;3.0;2026.0
EA8335;2026-03-16;05:40:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Via Pública;-23.7648439;-46.67985;JARDIM NOVO JAU;Rua AmErica do Sul;85º D.P. JARDIM MIRNA;DEL.SEC.6º SANTO AMARO;T;S;3.0;2026.0
EB0781;2026-03-16;09:41:00;HOMICIDIO DOLOSO;Morte suspeita;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;101º D.P. JDIM IMBUIAS;DEL.SEC.6º SANTO AMARO;C;N;3.0;2026.0
EE3477;2026-03-18;06:52:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Entidade Assistencial;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;43º D.P. CIDADE ADEMAR;DEL.SEC.6º SANTO AMARO;T;N;3.0;2026.0
EF0204;2026-03-18;03:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;37º D.P. CAMPO LIMPO;DEL.SEC.3º OESTE;T;N;3.0;2026.0
EF5636;2026-03-05;22:40:44;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;43º D.P. CIDADE ADEMAR;DEL.SEC.6º SANTO AMARO;C;N;3.0;2026.0
EF8906;2026-03-18;22:40:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Condomínio Residencial;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;59º D.P. JARDIM DOS IPES;DEL.SEC.7º ITAQUERA;C;S;3.0;2026.0
EF9167;2026-03-18;23:16:38;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;50º D.P. ITAIM PAULISTA;DEL.SEC.7º ITAQUERA;C;N;3.0;2026.0
EG6235;2026-03-19;12:20:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;42º D.P. PARQUE S. LUCAS;DEL.SEC.5º LESTE;T;S;3.0;2026.0
EH6599;2026-03-20;03:30:00;LATROCINIO;Roubo (art. 157);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;01º D.P. SE;DEL.SEC.1º CENTRO;C;N;3.0;2026.0
EJ3889;2026-03-21;01:03:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;T;S;3.0;2026.0
EJ5154;2026-03-21;07:18:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;35º D.P. JABAQUARA;DEL.SEC.2º SUL;C;S;3.0;2026.0
EJ9834;2026-03-21;13:10:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;100º D.P. JDIM HERCULANO;DEL.SEC.6º SANTO AMARO;C;N;3.0;2026.0
EK1254;2026-03-21;17:40:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.6358218;-46.7537529;PARQUE REGINA;Rua Professor LeitAo da Cunha;37º D.P. CAMPO LIMPO;DEL.SEC.3º OESTE;C;N;3.0;2026.0
EK1516;2026-03-21;18:53:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.5597676;-46.6467362;MORRO DOS INGLESES;Rua dos Ingleses;05º D.P. ACLIMACAO;DEL.SEC.1º CENTRO;T;N;3.0;2026.0
EK1550;2026-03-21;17:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Restaurante e Afins;-23.48654235;-46.45568523;SAO MIGUEL;RUA CATLEIAS;63º D.P. VILA JACUI;DEL.SEC.7º ITAQUERA;T;N;3.0;2026.0
EK2106;2026-03-21;19:04:56;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Centro Comercial/Empresarial;-23.6355407;-46.6286129;VILA ÁGUA FUNDA;Rua Jacape;83º D.P. PARQUE BRISTOL;DEL.SEC.2º SUL;C;S;3.0;2026.0
EK4137;2026-03-21;23:50:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.53811079;-46.59909203;BELEM;AVENIDA CELSO GARCIA;81º D.P. BELEM;DEL.SEC.5º LESTE;T;N;3.0;2026.0
EK4498;2026-03-22;02:47:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.7181353;-46.7665152;JARDIM ARACATI;Rua Maria Augusta da Silva;100º D.P. JDIM HERCULANO;DEL.SEC.6º SANTO AMARO;C;N;3.0;2026.0
EK8650;2026-03-22;08:03:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.7519327;-46.773643;JARDIM ANGELA;Rua Roberto Amodei;100º D.P. JDIM HERCULANO;DEL.SEC.6º SANTO AMARO;T;N;3.0;2026.0
EK8957;2026-03-22;15:20:00;HOMICIDIO DOLOSO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;32º D.P. ITAQUERA;DEL.SEC.7º ITAQUERA;C;N;3.0;2026.0
EK9482;2026-03-22;18:02:56;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.6097244;-46.6577304;MOEMA;AVENIDA JUREMA;27º DP DR. IGNACIO FRANCISCO;DEL.SEC.2º SUL;C;N;3.0;2026.0
EK9976;2026-03-22;20:35:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.59058928;-46.65081401;MOEMA;AVENIDA IBIRAPUERA;36º D.P. VILA MARIANA;DEL.SEC.2º SUL;T;N;3.0;2026.0
EL2352;2026-03-23;03:06:00;HOMICIDIO DOLOSO;ComunicaçAo de Obito;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;21º D.P. VILA MATILDE;DEL.SEC.5º LESTE;C;S;3.0;2026.0
EL3277;2026-03-23;06:30:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;64º D.P. CID.AE CARVALHO;DEL.SEC.7º ITAQUERA;T;N;3.0;2026.0
EL3542;2026-03-22;21:35:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Favela;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;53º D.P. PARQUE DO CARMO;DEL.SEC.8º SAO MATEUS;C;N;3.0;2026.0
EL3887;2026-03-23;06:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Favela;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;89º D.P. JARDIM TABOAO;DEL.SEC.3º OESTE;T;N;3.0;2026.0
EL4210;2026-03-23;03:33:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Restaurante e Afins;-23.59397689;-46.55078479;VILA EMA;Avenida Vila Ema;42º D.P. PARQUE S. LUCAS;DEL.SEC.5º LESTE;C;N;3.0;2026.0
EL5780;2026-03-22;18:35:00;HOMICIDIO DOLOSO;Morte suspeita;;Saúde;-23.50041011;-46.47356342;ERMELINO MATARAZZO;ALAMEDA RODRIGO DE BRUM;62º D.P. ERMELINO MATARAZZO;DEL.SEC.7º ITAQUERA;C;N;3.0;2026.0
EL7116;2026-03-23;10:20:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.88492061;-46.7574256;MARSILAC;RUA VITTORIO RASSATI;25º D.P. PARELHEIROS;DEL.SEC.6º SANTO AMARO;C;N;3.0;2026.0
EL7732;2026-03-23;06:25:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;92º D.P. PQ. SANTO ANTONIO;DEL.SEC.6º SANTO AMARO;T;S;3.0;2026.0
EM3693;2026-03-23;12:30:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Condomínio Residencial;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;T;N;3.0;2026.0
EM3693;2026-03-23;12:30:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Condomínio Residencial;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;T;N;3.0;2026.0
EM8619;2026-03-23;03:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.46142747;-46.68980758;BRASILANDIA;RUA MANOEL NASCIMENTO PINTO;74º D.P. PARADA TAIPAS;DEL.SEC.4º NORTE;T;N;3.0;2026.0
EM8701;2026-03-23;19:43:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.4605884;-46.65328572;CACHOEIRINHA;RUA CONDESSA AMALIA MATARAZZO;38º D.P. VILA AMALIA;DEL.SEC.4º NORTE;C;N;3.0;2026.0
EN5377;2026-03-24;09:00:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.7283288;-46.6677551;JARDIM TOCA;Rua do Pier;101º D.P. JDIM IMBUIAS;DEL.SEC.6º SANTO AMARO;C;N;3.0;2026.0
EO7883;2026-03-22;02:30:00;LESAO CORPORAL SEGUIDA DE MORTE;LesAo corporal (art. 129);;Restaurante e Afins;-23.6586686;-46.7566838;PARQUE SANTO ANTÔNIO;Rua Manuel Bordalo Pinheiro;92º D.P. PQ. SANTO ANTONIO;DEL.SEC.6º SANTO AMARO;C;N;3.0;2026.0
EP0485;2026-03-24;23:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;73º D.P. JACANA;DEL.SEC.4º NORTE;T;N;3.0;2026.0
EP8773;2026-03-25;14:54:00;TENTATIVA DE HOMICIDIO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;59º D.P. JARDIM DOS IPES;DEL.SEC.7º ITAQUERA;T;S;3.0;2026.0
EQ0478;2026-03-25;13:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.77008243;-46.68145389;GRAJAU;RUA MAJOR LUCIO DIAS RAMOS;85º D.P. JARDIM MIRNA;DEL.SEC.6º SANTO AMARO;T;S;3.0;2026.0
ER4090;2026-03-21;;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);A noite;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;101º D.P. JDIM IMBUIAS;DEL.SEC.6º SANTO AMARO;T;N;3.0;2026.0
ER5834;2026-03-26;15:20:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.6482732;-46.7854173;JARDIM MITSUTANI;Rua TemIstocles Aranha;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;C;N;3.0;2026.0
ER8701;2026-03-26;19:45:42;TENTATIVA DE HOMICIDIO;FeminicIdio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;73º D.P. JACANA;DEL.SEC.4º NORTE;T;S;3.0;2026.0
ES1128;2026-03-27;02:13:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.6775236;-46.7941931;JARDIM DOM JOSÉ;Avenida Andorinha-dos-Beirais;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;T;N;3.0;2026.0
ES5707;2026-03-27;09:13:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.7180346;-46.7842394;PARQUE DO LAGO;Estrada do M'Boi Mirim;100º D.P. JDIM HERCULANO;DEL.SEC.6º SANTO AMARO;C;N;3.0;2026.0
ET2396;2026-03-23;;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);Em hora incerta;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;43º D.P. CIDADE ADEMAR;DEL.SEC.6º SANTO AMARO;T;N;3.0;2026.0
ET5666;2026-03-27;18:25:27;HOMICIDIO DOLOSO;Morte suspeita;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;100º D.P. JDIM HERCULANO;DEL.SEC.6º SANTO AMARO;C;N;3.0;2026.0
ET6309;2026-03-27;22:05:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.542009;-46.609513;BRÁS;Rua Doutor JoAo Alves de Lima;08º D.P. BRAS;DEL.SEC.1º CENTRO;C;N;3.0;2026.0
ET6555;2026-03-27;22:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Favela;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;34º D.P. MORUMBI;DEL.SEC.3º OESTE;T;S;3.0;2026.0
EU4907;2026-03-25;04:30:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.46054889;-46.68431712;BRASILANDIA;AVENIDA DEPUTADO CANTIDIO SAMPAIO;72º D.P. VILA PENTEADO;DEL.SEC.4º NORTE;C;N;3.0;2026.0
EU7341;2026-03-28;14:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.77902471;-46.67592862;GRAJAU;RUA DO SCHMIDT;85º D.P. JARDIM MIRNA;DEL.SEC.6º SANTO AMARO;T;N;3.0;2026.0
EU7341;2026-03-28;14:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.77902471;-46.67592862;GRAJAU;RUA DO SCHMIDT;85º D.P. JARDIM MIRNA;DEL.SEC.6º SANTO AMARO;T;N;3.0;2026.0
EU8411;2026-03-28;20:30:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;44º D.P. GUAIANAZES;DEL.SEC.8º SAO MATEUS;T;S;3.0;2026.0
EU8490;2026-03-28;17:30:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;68º D.P. LAGEADO;DEL.SEC.7º ITAQUERA;T;S;3.0;2026.0
EU8661;2026-03-28;21:00:00;LATROCINIO;Roubo (art. 157);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;20º D.P. AGUA FRIA;DEL.SEC.4º NORTE;C;N;3.0;2026.0
EV3815;2026-03-29;14:00:00;TENTATIVA DE HOMICIDIO;HomicIdio (art. 121);;Via Pública;-23.6223402;-46.7290238;JARDIM PARQUE MORUMBI;Rua Doutor JosE Pedro de Carvalho Lima;89º D.P. JARDIM TABOAO;DEL.SEC.3º OESTE;T;N;3.0;2026.0
EV4404;2026-03-29;12:40:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.5856558;-46.6553664;VILA MARIANA;Avenida Pedro Alvares Cabral;36º D.P. VILA MARIANA;DEL.SEC.2º SUL;C;N;3.0;2026.0
EV4610;2026-03-29;15:00:00;HOMICIDIO DOLOSO;HomicIdio (art. 121);;Via Pública;-23.7108903;-46.7764199;PARQUE DO LAGO;Rua dos Pirarucús;100º D.P. JDIM HERCULANO;DEL.SEC.6º SANTO AMARO;C;N;3.0;2026.0
